No.,name,Series,Model_Name,Model_Number,Color,Price(THB),Type,Suitable_For,Power_Supply,Processor_Brand,Processor_Name,Vaiant,Clock_Speed,Cache(MB),SSD_Capacity(GB),HDD_Capacity(GB),RAM(GB),RAM_Type,Expandable_Memory,Memory_Slots,RAM_Frequency(MHz),Graphic_Processor_Brand,Graphic_Processor,GPU_Score,Operating_System,Mic_In,USB_Port,HDMI_Port,Touchscreen,ScreenSize(inch),ScreenReolution,Screen_Type,Speakers,Internal_Mic,Wireless_LAN,Bluetooth,Weight(KG),Finger_Print_Sensor,Keyboard,Backlit_Keyboard,Ethernet,Web_Camera,Pointer_Device,Battery_Backup,RJ45,Refresh_Rate
35,ASUS,N/A,VivoBook 15,X515JA-BQ511WS,Transparent Silver,17280.8,Thin and Light Laptop,"Everyday Use, Performance, Processing & Multitasking",N/A,Intel,Core i5,N/A,N/A,N/A,256,0,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,N/A,N/A,N/A,No,15.6,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,3 Hours,N/A,N/A
36,ASUS,N/A,VivoBook 15,K513EA-L501TS,Hearty Gold,26257.42,Laptop,Everyday Use,N/A,Intel,Core i5,N/A,N/A,N/A,256,1000,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,N/A,N/A,N/A,No,15.6,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,5HR TO 6 HR,N/A,N/A
37,ASUS,N/A,ROG Strix G17,G713IH-HX020T,Gray,32806.46,Gaming Laptop,Gaming,N/A,AMD,Ryzen 7,N/A,N/A,N/A,512,0,8,DDR4,N/A,N/A,N/A,NVIDIA,GTX 1650,4.5,Windows 10 Home,N/A,N/A,N/A,No,17.3,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,3 Hours,N/A,N/A
38,ASUS,N/A,K413EA-EB522WS,K413EA-EB522WS,Indie Black,24267.92,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,Intel,Core i5,1135G7,"Base Frequency 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",8,512,0,16,DDR4,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 11 Home,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4 port,No,14,1920x1080,"Full HD 16:9 aspect ratio, LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speaker,Built-in Microphone,Wi-Fi 6(802.11ax),5,1.4,Yes,Backlit Chiclet Keyboard,Yes,No,720p HD camera,Touchpad,N/A,N/A,N/A
39,ASUS,VivoBook 15 (2021),X515JA-BQ521WS,X515JA-BQ521WS,Transparent Silver,19095.22,Thin and Light Laptop,Processing & Multitasking,45 W AC Adapter,Intel,Core i5,1035G1,1.0 GHz upto max turbo frequency at 3.6 GHz,6,512,0,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,15.6,1920x1080,"Full HD LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speaker,Built-in microphone,Wi-Fi 5(802.11ac),4.1,1.8,Yes,Chiclet Keyboard with Num-key,No,No,VGA camera,Touchpad,N/A,N/A,N/A
40,DELL,G15,G15-5521 SE,G15-5521 SE,Obsidian Black,55304.12,Gaming Laptop,Gaming,N/A,Intel,Core i7,12700H,3.5 GHz upto max turbo frequency at 4.7 Ghz,24,1000,0,16,DDR5,32,N/A,4800,NVIDIA,RTX 3060,6,Windows 11 Home,Yes,"3 x SuperSpeed USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4/USB-C Display Port Alt-Mode",1 x HDMI 2.1 port,No,15.6,2560x1440,QHD WVA AG 240 Hz 400 nits Gsync Discrete LBL Narrow Border,Yes,Yes,Killer Wi-Fi 6 AX1650 (2x2),5.2,2.57,No,4 Zone Backlit Keyboard RGB,Yes,Yes,HD,Touchpad,Upto 10 Hours,Yes,N/A
41,DELL,G15,G15-5520,G15-5520,Dark Shadow Grey,35011.22,Gaming Laptop,Gaming,N/A,Intel,Core i5,12500H,3.3 GHz upto max turbo frequency at 4.5 Ghz,18,512,0,16,DDR5,32,N/A,4800,NVIDIA,RTX 3050,5.4,Windows 11 Home,Yes,"3 x USB 3.2 Gen 1 Type-A, 1 x USB-C Display Port Alt-Mode",1 x HDMI 2.1 port,No,15.6,1920x1080,Full HD WVA AG 120Hz 250 nits Narrow Border,Yes,Yes,Intel Wi-Fi 6 AX201 (2x2),5.1,2.57,No,4 Zone Backlit Keyboard RGB,Yes,Yes,HD,Touchpad,Upto 10 Hours,Yes,N/A
42,DELL,G15,G15-5520,G15-5520,Dark Shadow Grey,50927.22,Gaming Laptop,Gaming,N/A,Intel,Core i7,12700H,3.5 GHz upto max turbo frequency at 4.7 Ghz,24,512,0,16,DDR5,32,N/A,4800,NVIDIA,RTX 3060,6,Windows 11 Home,Yes,"3 x SuperSpeed USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4/USB-C Display Port Alt-Mode",1 x HDMI 2.1 port,No,15.6,1920x1080,Full HD WVA AG 165Hz 300 nits Narrow Border,Yes,Yes,Intel Wi-Fi 6 AX201 (2x2),5.1,2.57,No,4 Zone Backlit Keyboard RGB,Yes,Yes,HD,Touchpad,Upto 10 Hours,Yes,N/A
43,ASUS,N/A,X515EA-BR312TS,X515EA-BR312TS,Transparent Silver,14718.32,Thin and Light Laptop,Processing & Multitasking,45 W AC Adapter,Intel,Core i3,1115G4,"Base Frequency 3.00 GHz, Max Turbo Boost Frequency Up to 4.10 GHz",6,256,0,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,15.6,1366x768,"HD (16:9 aspect ratio, 200nits, 45% NTSC color gamut, Anti-glare display)",Built-in Speaker,Built-in microphone,Wi-Fi 5(802.11ac),4.1,1.8,No,Chiclet Keyboard with Num-key,No,No,VGA camera,Touchpad,N/A,N/A,N/A
44,DELL,N/A,G15-5511,G15-5511,Dark Shadow Grey,29639.57,Gaming Laptop,Gaming,N/A,Intel,Core i5,11260H,2.6 GHz upto max turbo frequency at 4.4 Ghz,12,512,0,16,DDR4,N/A,2,N/A,NVIDIA,RTX 3050,5.4,Windows 11 Home,Yes,"1 x HiSpeed USB 2.0, 2 x HiSpeed USB 2.0 with PowerShare, 3 x USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode, 4 x SuperSpeed USB 3.2",1 x HDMI 2.0 port,No,15.6,1920x1080,Full HD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display,Yes,Yes,Intel Wi-Fi 6 AX201 (2x2),5,2.65,No,English International Backlit Keyboard Orange,Yes,No,HD,Touchpad,Upto 10 Hours,Yes,N/A
45,DELL,G15,G15-5521 SE,G15-5521 SE,Obsidian Black,46749.27,Gaming Laptop,Gaming,N/A,Intel,Core i7,12700H,3.5 GHz upto max turbo frequency at 4.7 Ghz,24,1000,0,16,DDR5,32,N/A,4800,NVIDIA,RTX 3050 Ti,5.7,Windows 11 Home,Yes,"3 x USB 3.2 Gen 1 Type-A, 1 x USB-C Display Port Alt-Mode",1 x HDMI 2.1 port,No,15.6,1920x1080,Full HD WVA AG 165Hz 300 nits Narrow Border,Yes,Yes,Killer Wi-Fi 6 AX1650 (2x2),5.2,2.57,No,4 Zone Backlit Keyboard RGB,Yes,Yes,HD,Touchpad,Upto 10 Hours,Yes,N/A
46,DELL,G15,G15-5520,G15-5520,Dark Shadow Grey,41775.52,Gaming Laptop,Gaming,N/A,Intel,Core i7,12700H,3.5 GHz upto max turbo frequency at 4.7 Ghz,24,512,0,16,DDR5,32,N/A,4800,NVIDIA,RTX 3050 Ti,5.7,Windows 11 Home,Yes,"3 x USB 3.2 Gen 1 Type-A, 1 x USB-C Display Port Alt-Mode",1 x HDMI 2.1 port,No,15.6,1920x1080,Full HD WVA AG 120Hz 250 nits Narrow Border,Yes,Yes,Intel Wi-Fi 6 AX201 (2x2),5.1,2.57,No,4 Zone Backlit Keyboard RGB,Yes,Yes,HD,Touchpad,Upto 10 Hours,Yes,N/A
47,DELL,N/A,G15-5511,G15-5511,Dark Shadow Grey,27650.07,Gaming Laptop,Gaming,N/A,Intel,Core i5,11260H,2.6 GHz upto max turbo frequency at 4.4 Ghz,12,512,0,8,DDR4,N/A,2,N/A,NVIDIA,RTX 3050,5.4,Windows 11 Home,Yes,"1 x HiSpeed USB 2.0, 2 x HiSpeed USB 2.0 with PowerShare, 3 x USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode, 4 x SuperSpeed USB 3.2",1 x HDMI 2.0 port,No,15.6,1920x1080,Full HD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display,Yes,Yes,Intel Wi-Fi 6 AX201 (2x2),5,2.65,No,English International Backlit Keyboard Orange,Yes,No,HD,Touchpad,Upto 10 Hours,Yes,N/A
48,acer,Aspire 5,A515-56,A515-56,Pure Silver,19891.02,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",45 W AC Adapter,Intel,Core i5,1135G7,"Base Frequency 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",8,512,0,8,DDR4,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 11 Home,Yes,"1 x USB 3.2 port with power-off charging, 2 x USB 3.2 port, 1 x USB Type-C port",1 x HDMI Port,No,15.6,1920x1080,Full HD high-brightness Acer ComfyView LED-backlit TFT LCD,Built-in Dual Speakers,Built-in Dual Microphone,802.11a/b/g/n/acR2+ax wireless LAN,5.1,1.65,No,100-/101-/104-key FineTip keyboard with independent numeric keypad,No,"Gigabit Ethernet, Wake-on-LAN Ready",720p HD Webcam,Touchpad with Multi-touch Gesture Support,Upto 9.5 hours,Yes,N/A
49,ASUS,VivoBook Ultra K15 OLED,K513EA-L322WS,K513EA-L322WS,Indie Black,20288.92,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,Intel,Core i3,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,6,256,1000,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1 x HDMI 1.4 port,No,15.6,1920x1080,"Full HD, OLED, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display",Built-in Speaker,Built-in Microphone,Wi-Fi 6(802.11ax),5,1.8,No,Backlit Chiclet Keyboard with Num-key,Yes,No,720P HD camera,Touchpad,N/A,N/A,N/A
50,ASUS,VivoBook 15,X515JA-BQ302W,X515JA-BQ302W,Transparent Silver,12330.92,Thin and Light Laptop,Processing & Multitasking,45W AC Adapter,Intel,Core i3,1005G1,1.2 GHz upto max turbo frequency at 3.4 Ghz,4,0,1000,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,15.6,1920x1080,"Full HD, LED Backlit, IPS-level Panel, 45% NTSC Color Gamut, Anti-Glare display",Built-in Speaker,Built-in Microphone,Wi-Fi 5(802.11ac),4.1,1.8,Yes,Chiclet Keyboard with Num-key,No,No,VGA Camera,Touchpad,N/A,Yes,N/A
51,ASUS,N/A,VivoBook Ultra K15,K513EA-L513WS,Silver,27036.91,Laptop,"Performance, Processing & Multitasking, Everyday Use, Entertainment",N/A,Intel,Core i5,N/A,N/A,N/A,512,0,16,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,N/A,N/A,N/A,No,15.6,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,3 Hours,N/A,N/A
52,HP,N/A,15s-du3519TX,15s-du3519TX,Natural Silver,25859.52,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i5,1135G7,4.2,N/A,512,0,8,DDR4,16,N/A,3200,NVIDIA,MX450,3.5,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1 x HDMI 1.4b,No,15.6,1920x1080,"FHD, IPS, micro-edge, anti-glare (Brightness: 250 nits, 141 ppi Color Gamut: 45%NTSC)",Dual Speakers,Integrated dual array digital Microphones,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,5,1.75,No,"Full-size, backlit natural silver keyboard with numeric keypad",Yes,Integrated 10/100/1000 GbE LAN,HP True Vision 720p HD camera,Touchpad with multi-touch gesture support,N/A,Yes,N/A
53,HP,Pavilion,14-EC1008AU,14-EC1008AU,Natural Silver,28648.4,Thin and Light Laptop,Processing & Multitasking,N/A,AMD,Ryzen 7,5825U,2.0 GHz upto max turbo frequency at 4.5 Ghz,16,512,0,16,DDR4,N/A,N/A,N/A,AMD,Radeon Graphics,3,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 10Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1 x HDMI 2.1 port,No,14,1920x1080,"Full HD, IPS, micro-edge, Antiglare, Low Blue Light, Brightness: 400 nits, 157 ppi, Color Gamut: 100%sRGB",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Realtek Wi-Fi CERTIFIED 6 (2x2),5.2,1.41,Yes,"Full-size, backlit, Natural Silver keyboard",Yes,No,HP Wide Vision 720p HD camera,Touchpad,N/A,N/A,N/A
54,HP,Pavilion,14-EC1019AU,14-EC1019AU,Natural Silver,25027.91,Thin and Light Laptop,Processing & Multitasking,N/A,AMD,Ryzen 5,5625U,2.4 GHz upto max turbo frequency at 4.3 Ghz,16,512,0,16,DDR4,N/A,N/A,N/A,AMD,Radeon Graphics,3,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 10Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1 x HDMI 2.1 port,No,14,1920x1080,"Full HD, IPS, micro-edge, Antiglare, Low Blue Light, Brightness: 400 nits, 157 ppi, Color Gamut: 100%sRGB",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Realtek Wi-Fi CERTIFIED 6 (2x2),5.2,1.41,Yes,"Full-size, backlit, Natural Silver keyboard",Yes,No,HP Wide Vision 720p HD camera,Touchpad,N/A,N/A,N/A
55,ASUS,N/A,TUF Dash F15,FX516PCZ-HN090T,White,31394.31,Gaming Laptop,Gaming,N/A,Intel,Core i5,N/A,N/A,N/A,1000,0,8,DDR4,N/A,N/A,N/A,NVIDIA,RTX 3050,5.4,Windows 10 Home,N/A,N/A,N/A,No,15.6,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,3 Hours,N/A,N/A
56,acer,N/A,Travelmate,TMB311-31,Black,9943.52,Notebook,"Everyday Use, Performance, Processing & Multitasking, Travel & Business",45 W AC Adapter,Intel,Celeron,N4020,2.8,N/A,256,0,4,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,Yes,"1 x USB Type-C port, 2 x USB port",1 x HDMI Port,No,11.6,1366x768,"HD, high-brightness Acer ComfyView LED-backlit TFT LCD",Two built-in stereo speakers,Built-in digital Microphone,"Intel Wireless-AC 9560, IEEE 802.11a/b/g/n/ac",5,1.4,No,Acer FineTip EDU anchored keyboard with international language support,No,Gigabit Ethernet,HD camera,Multi-gesture touchpad,Upto 8 hours,Yes,N/A
57,acer,N/A,Travelmate,TMB311-31,Black,9545.62,Notebook,"Everyday Use, Performance, Processing & Multitasking, Travel & Business",45 W AC Adapter,Intel,Celeron,N4020,2.8,N/A,128,0,4,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,Yes,"1 x USB Type-C port, 2 x USB port, 1 x HDMI port",1 x HDMI Port,No,11.6,1366x768,"HD, High-brightness Acer ComfyView LED-backlit TFT LCD",Two built-in stereo speakers,Built-in digital Microphone,"Intel Wireless-AC 9560, IEEE 802.11a/b/g/n/ac",5,1.4,No,Acer FineTip EDU anchored keyboard with international language support,No,Gigabit Ethernet,HD camera,Multi-gesture touchpad,Upto 8 hours,Yes,N/A
58,acer,Nitro 5,AN515-57,AN515-57,Shale Black,25859.52,Gaming Laptop,"Entertainment, Everyday Use, Gaming, Performance, Processing & Multitasking, Travel & Business",135W AC Adapter,Intel,Core i5,11400H,"Base Clock 2.70 GHz, Max Turbo Boost Frequency Up to 4.50 GHz",12,512,0,8,DDR4,N/A,N/A,N/A,NVIDIA,GTX 1650,4.5,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 ports, 1 x USB Type-C port (USB 3.2 Gen 2), 1 x USB 3.2 Gen 2 port with power-off charging",1 x HDMI Port,No,15.6,1920x1080,"Full HD IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD, 144 Hz refresh rate (16:9 Aspect Ratio)",Built-in Dual Speakers,Built-in Dual Microphone,"Killer Wi-Fi 6 AX 1650i, 802.11a/b/g/n/ac R2+ax Wireless LAN",5.1,2.2,No,103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad,Yes,Killer Ethernet E2600,720p HD Webcam,Touchpad with Multi-touch Gesture Support,N/A,Yes,N/A
59,ASUS,VivoBook 14 (2021),X415MA-BV011W,X415MA-BV011W,Transparent Silver,10341.42,Thin and Light Laptop,Processing & Multitasking,33W AC Adapter,Intel,Celeron,N4020,1.1 GHz upto max turbo frequency at 2.8 Ghz,4,256,0,4,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,14,1366x768,"HD 16:9 aspect ratio, 200nits, 45% NTSC color gamut, Anti-glare display",Built-in Speaker,Built-in Microphone,Wi-Fi 5(802.11ac),4.1,1.6,Yes,Chiclet Keyboard,No,No,VGA camera,Touchpad,N/A,N/A,N/A
60,acer,Aspire 3,A315-58,A315-58,Pure Silver,19851.23,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",45 W AC Adapter,Intel,Core i5,1135G7,"Base Frequency 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",8,512,0,8,DDR4,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 11 Home,Yes,"2 x USB 3.2 port, 1 x USB port",1 x HDMI Port,No,15.6,1920x1080,"Full HD Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio",Built-in Dual Speakers,Built-in Dual Microphone,802.11a/b/g/n/ac wireless LAN,5,1.7,No,100-/101-/104-key FineTip keyboard with independent numeric keypad,No,"Gigabit Ethernet, Wake-on-LAN Ready",720p HD Webcam,Touchpad with Multi-touch Gesture Support,Upto 9 hours,Yes,N/A
61,acer,Nitro 5,AN515-58,AN515-58,Shale Black,43765.02,Gaming Laptop,"Entertainment, Everyday Use, Gaming, Performance, Processing & Multitasking, Travel & Business",180 W AC Adapter,Intel,Core i7,12500H,"Performance-core Max Turbo Frequency Up to 4.70 GHz, Efficient-core Max Turbo Frequency up to 3.50 GHz",24,512,1000,16,DDR4,N/A,N/A,N/A,NVIDIA,RTX 3050 Ti,5.7,Windows 11 Home,Yes,"1 x USB 3.2 Gen 2 port with power-off charging , 1 x USB 3.2 Gen 2 port, 1 x USB Type-C port (USB 3.2 Gen 2) (Thunderbolt 4),1 x USB 3.2 Gen 1 port",1 x HDMI Port,No,15.6,1920x1080,"Full HD IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD, 144 Hz refresh rate (16:9 Aspect Ratio)",Built-in Speaker,Built-in Dual Microphone,"Killer Wi-Fi 6 AX 1650i, 802.11a/b/g/n/ac R2+ax Wireless LAN",5.1,2.6,No,103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad,Yes,Killer Ethernet E2600,720p HD Webcam,Touchpad with Multi-touch Gesture Support,N/A,Yes,N/A
62,HP,Pavilion Gaming,15-EC2048AX,15-EC2048AX,Shadow Black,31111.8,Gaming Laptop,Gaming,N/A,AMD,Ryzen 5,5600H,3.2 GHz upto max turbo frequency at 4.2 Ghz,16,512,0,8,DDR4,N/A,N/A,N/A,NVIDIA,RTX 3050 Ti,5.7,Windows 10 Home,N/A,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 1 x SuperSpeed USB Type-A 5Gbps signaling rate, 1 x USB 2.0 Type-A (HP Sleep and Charge)",1 x HDMI 2.0 Port,No,15.6,1920x1080,"Full HD, 144 Hz, IPS Anti-Glare Micro-edge WLED-Backlit, Brightness: 250 nits, 141 ppi, Color Gamut: 45% NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Intel Wi-Fi 6 AX200 (2x2),5,1.98,No,"Full-size, Ultra Violet Backlit, Shadow Black Keyboard with Numeric Keypad",Yes,Integrated 10/100/1000 GbE LAN,HP TrueVision HD Camera,Touchpad,N/A,Yes,N/A
63,HP,OMEN,16-B1351TX,16-B1351TX,Shadow Black,51719.04,Laptop,Processing & Multitasking,N/A,Intel,Core i7,12700H,Max Turbo Frequency Upto 4.7 GHz,24,1000,0,16,DDR5,N/A,N/A,N/A,NVIDIA,RTX 3050 Ti,5.7,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C, 1 x SuperSpeed USB Type-A, 2 x SuperSpeed USB Type-A",1 x HDMI 2.1,No,16.1,1920x1080,"Full HD, 144 Hz, 7 ms Response Time, IPS, Micro Edge, Anti-glare, Low Blue Light, Brightness: 300 nits, 137 PPI, Color Gamut: 100% sRGB",Built-in Dual Speakers,Integrated Dual Array Digital Microphones,Wi-Fi 6E AX211 (2x2),5.2,2.32,No,"Full-size, 4-zone RGB backlit, shadow black keyboard with Numeric Keypad and 26 Key Rollover Anti-Ghosting Key technology",Yes,Integrated 10/100/1000 GbE LAN,HP Wide Vision 720p HD camera,HP Imagepad with multi-touch gesture support,No,Yes,N/A
64,Lenovo,THINKBOOK 15,THINKBOOK 15,THINKBOOK 15,Minral Grey,21482.62,Notebook,Everyday Use,65W,Intel,Core i3,1115G4,3.00 GHZ,6,512,0,8,DDR4,16,2,3200,Intel,UHD,2,Windows 10 Home,Yes,YES,YES,No,15.6,1920x1080,FULL HD,YES,YES,YES,5,1.9,Yes,YES,Yes,YES,YES,YES,UP TO 6 HOURS,Yes,60 Hz
65,ASUS,N/A,M515DA-BQ512WS,M515DA-BQ512WS,Transparent Silver,17865.71,Thin and Light Laptop,Everyday Use,N/A,AMD,Ryzen 5,N/A,N/A,N/A,512,0,8,DDR4,N/A,N/A,N/A,AMD,Radeon Graphics,3,Windows 11 Home,N/A,N/A,N/A,No,15.6,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,5HR TO 6 HR,N/A,N/A
66,DELL,Inspiron,Inspiron 3521,Inspiron 3521,Platinum Silver,14678.53,Thin and Light Laptop,Everyday Use,N/A,Intel,Pentium,N5030,1.1 GHz upto max turbo frequency at 3.1 Ghz,4,256,0,8,DDR4,16,2,2666,Intel,UHD,2,Windows 11 Home,Yes,"2 x USB 3.2 Gen1 ,1 x USB 2.0",1x HDMI 1.4 port,No,15.6,1366x768,HD AG Narrow Border,Yes,Yes,802.11ac,5,1.8,No,English International Non Backlit Keyboard,No,Yes,HD,Touchpad,Upto 7 hours,Yes,N/A
67,ASUS,N/A,VivoBook K15 OLED,K513EA-L501WS,Hearty GOLD,26460.35,Laptop,Entertainment,N/A,Intel,Core i5,N/A,N/A,N/A,256,1000,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 11 Home,N/A,N/A,N/A,No,15.6,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,3 Hours,N/A,N/A
68,ASUS,N/A,ASUS ROG Strix G15,G513IC-HN023WS,Gray,35647.86,Gaming Laptop,Gaming,N/A,AMD,Ryzen 7,N/A,N/A,N/A,512,0,16,DDR4,N/A,N/A,N/A,AMD,Radeon Graphics,3,Windows 11 Home,N/A,N/A,N/A,No,15.6,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,3 Hours,N/A,N/A
69,DELL,Vostro 5000 Series,Vostro 5625,Vostro 5625,Titan Grey,27415.31,Thin and Light Laptop,Everyday Use,65w Adapter,AMD,Ryzen 5,5625U,4.00 GHZ,16,512,0,16,DDR4,32,2,3200,AMD,Radeon Graphics,3,Windows 10 Home,Yes,Yes,Yes,No,16,1920x1200,FHD+,Yes,Yes,Yes,5,1.9,Yes,Yes,Yes,Yes,"Yes, FHD Camera",Yes,8 Hours,Yes,60 Hz
70,DELL,G15,G15-5511,G15-5511,Dark Shadow Grey,36801.77,Gaming Laptop,Gaming,N/A,Intel,Core i5,11400H,2.2 GHz to max turbo frequency at 4.5 Ghz,12,512,0,16,DDR4,16,2,2933,NVIDIA,RTX 3050 Ti,5.7,Windows 10,Yes,"1 x USB 3.2 Gen 1 port, 2 x USB 2.0 ports",1x HDMI 2.0 port,No,15.6,1920x1080,Full HD WVA AG 250 nits 120Hz Narrow Border,Built-in Dual Speakers,Built-in microphone,Intel Wi-Fi 6 2x2 (Gig+),5,2.4,No,English International Backlit Keyboard Orange,Yes,Yes,HD,Touchpad,Upto 10 Hours,Yes,N/A
71,ASUS,TUF Gaming F15,FX577ZE-HN056W,FX577ZE-HN056W,Jaeger Gray,46550.32,Gaming Laptop,Gaming,200 W AC Adapter,Intel,Core i7,12700H,3.0 GHz upto max turbo frequency at 4.7 GHz,24,512,0,16,DDR5,32,N/A,N/A,NVIDIA,RTX 3050 Ti,5.7,Windows 11 Home,Yes,"1 x Thunderbolt 4 support DisplayPort, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",1 x HDMI 2.0b,No,15.6,1920x1080,"Full HD, IPS-level, 250nits, Contras 1000:1, NTSC 45%, SRGB 62.50%, Adobe 47.34%, Anti-glare display",Two built-in speakers,Built-in array microphone,Wi-Fi 6(802.11ax),5.2,2.2,No,Backlit Chiclet Keyboard RGB,Yes,No,720P HD camera,Touchpad,N/A,Yes,N/A
72,ASUS,ROG Strix SCAR 17,G733ZW-LL139WS,G733ZW-LL139WS,Off Black,93502.52,Gaming Laptop,Gaming,280 W AC Adapter,Intel,Core i9,12900H,2.5 GHz upto max turbo frequency at 5.0 Ghz,24,1000,0,32,DDR5,64,N/A,N/A,NVIDIA,RTX 3070 Ti,9,Windows 11 Home,Yes,"1 x Thunderbolt 4 support DisplayPort, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",1 x HDMI 2.1,No,17.3,2560x1440,"WQHD, IPS-level, 300nits, Contras 1000:1, Anti-glare display",Four built-in speakers,Built-in array microphone,Wi-Fi 6E(802.11ax),5.2,2.9,No,Backlit Chiclet Keyboard Per-Key RGB,Yes,No,No,Touchpad,N/A,N/A,N/A
